word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
🏠💸,,april,thanks,☕,food,#,🏠,uber,rent
,april,food,🏠💸,#,☕,thanks,rent,uber,go
,🏠💸,thanks,april,☕,rent,uber,food,thank,🏀
,🏠💸,uber,thanks,april,#,🏠,rent,food,thank
🏠💸,,#,rent,april,uber,🏠,go,☕,venmo_dollar
