word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
uber,food,🍕,🏡,thank,week,,!!,:),april
uber,food,thank,,🍕,week,⛽,!!,🏡,:)
uber,food,thank,week,🍕,,:),🏡,!!,ac
uber,food,🍕,!!,thank,week,🏡,,:),april
uber,food,thank,week,,🍕,best,🏡,april,drinks
