word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
🍕,food,rent,thanks,🍺,,may,,nation,
🍕,🍺,rent,may,thanks,food,,,nation,us
🍕,thanks,rent,,food,🍺,,🍣,may,dinner
🍕,food,may,thanks,rent,🍺,,—,!!,nation
🍕,thanks,rent,🍺,food,may,,🍣,us,big
