word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
🏠💸,rent,⛽,april,food,good,uber,!!,payment,
🏠💸,⛽,rent,april,uber,good,food,,payment,
🏠💸,⛽,rent,uber,,good,april,food,💻,payment
🏠💸,⛽,rent,!!!,april,good,food,uber,,
🏠💸,rent,payment,april,!!!,food,,good,💻,uber
