word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
gas,,food,$,rent,happy,🏠💸,!!,april,reimbursement
food,gas,rent,,🏠💸,$,money,rome,,!!
food,rent,,gas,!!,$,may,rocket_popsicle,thank,::
gas,rent,$,food,,🏠💸,may,happy,wednesday,!!
gas,food,,rent,$,!!,🏠💸,april,gift,may
