word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
uber,pizza,na,food,gas,🍕,❤️,krab,,krusty
uber,na,food,pizza,gas,🍕,⛽,krusty,,krab
uber,pizza,na,❤️,food,gas,⛽,🍕,krab,krusty
uber,na,food,pizza,🍕,krab,gas,krusty,⛽,❤️
uber,na,pizza,❤️,food,🍕,gas,,krusty,⛽
