word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
food,dues,,shirt,thank,rent,thanks,:),🥗,
food,day,thanks,thank,dues,,:),payment,shirt,🍕
food,,thanks,👕,dues,🍕,thank,day,gas,rent
food,dues,thanks,thank,gas,day,👕,rent,:),
food,thanks,dues,day,money,,,thank,payment,🍕
