word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
food,🍕,uber,⛽,🍺,🍳🍹,gas,🍔,🍻,!!
food,🍕,thanks,uber,🍺,⛽,gas,🍔,🍻,🍳🍹
food,🍕,uber,gas,🍻,⛽,🍺,🍔,thanks,!!
food,⛽,🍺,🍔,🍻,uber,gas,thanks,!!,🚗
food,🍺,⛽,🍻,gas,uber,thanks,🍳🍹,🍕,thank
