word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
,april,lunch,food,,❤️,thank,go,get,#
,lunch,food,thank,april,🍜,rent,uber,get,go
,food,april,lunch,❤️,!!,thank,go,get,ticket
food,,april,thank,🍜,lunch,#,ticket,!!,
,food,april,lunch,go,thank,good,,❤️,!!
