word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
🍕,food,thanks,dinner,love,uber,thai,🍴,🍹,good
🍕,food,thanks,love,uber,dinner,good,,🍹,🍷
🍕,food,thanks,dinner,uber,love,🍹,🎥,good,🍴
food,🍕,thanks,uber,🍴,love,,dinner,know,🍷
🍕,food,thanks,love,dinner,uber,good,,🍹,
