word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
rent,may,food,uber,bills,,house,,thanks,🍴
may,rent,food,🍴,,,thanks,house,🏠💸,🏡
rent,food,🍴,may,,thanks,🍕,!!!!,🏠💸,uber
food,may,rent,🍴,,,thanks,🏠💸,uber,bills
may,food,rent,uber,,thanks,🍴,🏠💸,🎁,
